"basic","मूलतत्त्व,आधारभूत सामग्री",
"basil","तुलसी",
"basin","चिलमची, कम गहराई का गोल बर्तन, कठौती, प्याला, नांद,जलाशय, तालाब,नदी के आस-पास की भूमि",
"basis","आधार, नींव, जड, मूल",
"bask","धूप खाना, धूप सेंकना",
"bask","धूप में गरम करना या सेंकना",
"basket","डलिया, टोकरी",
"bastard","दोगला, जारज,झूठा, खोटा",
"bastard","दोगला, जारज संतान, वर्णसंकर,झूठा, नकली",
"bastion","गढ, बुर्ज, , कोट, गढगज",
"bat","चमगादड,गेंद खेलने का बल्ला",
"batch","जत्था, गुट, घान, थोक",
"bate","घटाना, सस्ता करना",
"bath","स्नानघर, गुसलखाना,स्नान, नहान",
"bath","नहाना",
"bath","नहलाना",
"bathroom","स्नानघर, गुसलखाना",
"baton","छडी, सोंटा, सिपाही का डण्डा या छडी",
"battalion","पलटन, सेना,सेना का एक भाग",
"batten","तख्ता, पट्टा,आमोद प्रमोद युक्त जीवन",
"batten","फल फूलना, मौज मनाना, आमोद-प्रमोद-युक्त जीवन गुजारना,मोटा होना,तख्ता लगाना",
"batter","बल्लेबाज,आटे दूध इत्यादि की लपसी, लेई",
"batter","कूटना, गिराना, तोडना, ढाना,गोला चलाना",
"battery","बैटरी,मार, चोट,तोपखाना,मोरचा, दमदमा",
"battle","लडाई, युद्ध",
"battle","लडना, सामना करना",
"battlefield","रण-मैदान, युद्धभूमि",
"battleship","युद्धपोत",
"bauble","खिलौना, तुच्छ वस्तु",
"bay","खाडी,तेजपात का वृक्ष,भौंकना",
"bay","भौंकना,घेरना, बाडा बांधना",
"bay","कोने में दबाना,खाडी में लाना",
"bayonet","संगीन, किर्च",
"bayonet","संगीन बनाना, किर्च मारना",
"bazaar","बाजार, हाट,एक प्रकार का मेला",
"be","होना, हो जाना, रहना, जीना",
"beach","समुद्रतट, समुद्र का किनारा, तीर",
"beacon","आकाशदीप, रात के समय रास्ता बतलाने के लिये प्रकाश",
"beacon","दिया दिखाना, प्रकाश करना",
"bead","मनका, माला का दाना, माला",
"beak","चोंच",
"beam","कडी, धरणी, बडेरी,तुला दण्ड,किरण समूह",
"beam","प्रकाश डालना, चमकना",
"bean","सेम, लोबिया",
"bear","भालू, रीछ",
"bear","सहना, कष्ट उठाना",
"bear","ले जाना, ले चलना,सहना,जनना, उत्पन्न करना, फल देना",
"beard","दाढी,भुट्टे आदि के बाल",
"bearer","वाहक",
"bearing","वहन, सहन, ढङ्ग, छबि,लगाव, संबंध,व्यवहार, चाल, अभिप्राय",
"beast","चौपाया, पशु,कठोर मनुष्य",
"beat","चोट, मार,अधिकार",
"beat","धडकना,टकराना",
"beat","मारना, कूटना, छांटना, फेंटना,हराना, पराजित करना",
"beatify","सुख देना, मग्न करना, सुखी बनाना",
"beau","रंगीला, बांका, छैला,प्रेमी",
"beautiful","सुन्दर, सौन्दर्ययुक्त, दिव्य",
"beautify","सजाना, शृंगार करना, सुशोभित करना, सुन्दर बनाना, अलंकृत करना",
"beauty","सुन्दरता, सौन्दर्य, मनोहरता, लावण्य, सुहावनापन",
"beaver","ऊदबिलाव",
"because"," क्योंकि,इस कारण से",
"beck","संकेत,छोटी नदी, सोता",
"beckon","संकेत करना, आंख मारना",
"become","बन जाना, होना, हो जाना",
"become","फबना, ठीक होना, शोभा देना",
"becoming","सुहावना, शोभाजनक,उचित, योग्य, यथोचित, उपयोगी, सजीला",
"bed","बिछौना, बिस्तर, चारपाई,तह, पर्त,फर्श,क्यारी,तालाब नदी आदि का तला",
"bed","लगाना, बोना",
"bedeck","सजाना, सुशोभित करना, अलंकृत करना",
"bedlam","पागलखाना",
"bedridden","शय्याग्रस्त, बुढापे या बीमारी के कारण बिस्तर पर पडा हुआ",
"bee","मधुमक्खी",
"beef","गो मांस",
"beehive","मधुमक्खी का छत्ता",
"beer","बियर, जौ की मदिरा",
"beer-house","शराबघर, जौ की मदिरा बिकने का घर",
"beet","चुकन्दर",
"beet"," उन्नत करना, सुधारना, उठाना,आग जलाना",
"beetle","मोगरी,गुबरैला, भौंरा",
"befall","बीतना, होना",
"befall","आ पडना, बीतना, होना",
"befit","शोभा देना, ठीक होना, फबना",
"before","पहले, आगे, पूर्व",
"before","आगे,सम्मुख, सामने, हाथ में,पेशी में, सम्मुख,बढ कर, उत्तमतर",
"beforehand","पहले से, प्रथम ही",
"befriend","कृपा करना, सहायता देना, मित्रवत व्यवहार करना",
"beg","भीख मांगना",
"beg","प्रार्थना करना, विनय करना",
"beget","जन्म देना,पैदा करना, उपजाना, उत्पन्न करना,उत्पन्न करना, कारण होना",
"beggar","भिखारी, भिक्षुक",
"beggar","कंगाल कर देना, टुकडे मंगवाना, दरिद्र कर देना",
"begin","प्रारम्भ होना, उत्पत्ति होना, होना, उठना",
"begin","प्रारम्भ करना, पैदा करना, उत्पन्न करना",
"beginner","प्रारम्भ करने वाला, नींव डालने वाला,नौसिखिया, अभ्यासी",
"beginning","आरम्भ, आदि, उत्पत्ति, उद्भव, निकास, दहाना",
"behalf","हेतु, अर्थ, सहारा, कारण, लिये, निमित्त",
"behave","व्यवहार करना, चलना, बर्तना",
"behaviour","बर्ताव, चाल चलन, आचरण, चाल ढाल",
"behead","सिर काटना, सिर काट कर अलग कर देना",
"behest","आज्ञा, आदेश",
"behind","पीछे, पश्चात, घाट, कमतर,देर में, नीचे",
"behold","निहारना, अवलोकन करना, ध्यान पूर्वक देखना",
"beholden","कृतज्ञ, अनुग्रहीत",
"behoof","लाभ, उपकार, पक्ष, हित",
"behove","उपयुक्त होना, फबना, योग्य होना, आवयश्क होना",
"being","वर्तमान",
"being","जीव, जीवन, अवस्था,वह जिसका अस्तित्व हो,जन्तु",
"belch","डकार लेना, डकारना, निकाल फेंकनाजैसे ज्वाला मुखी पहाड से धुयें का निकालनाना",
"beleaguer","घेर लेना, अवरोध करना",
"belie","झूठा करना, झुठलाना, मिथ्या प्रमाणित करना, दोषारोपण करना, खोटा करना",
"belief","विश्वास, प्रतीति,मत, इष्ट, ज्ञान,विचार, मत",
"believe","विश्वास रखना, विचार करना, चिन्ता करना, अनुमान करना, मानना,बहाना करना",
"believe","विश्वास करना, मानना, प्रतीति करना, ना",
"belittle","छोटा करना, मूल्य घटाना",
"bell","घंटा, घंटी",
"bell","घंटी बांधना, घंटा लगाना",
"belle","रंगीली, सुन्दरी",
"bellicose","लडाका, योधन शील",
"belligerent","युद्धकारी, योद्धा, लडाका",
"belligerent","योद्धा, लडाका, मनुष्य या दल",
"bellow","गरजन, सांड की गर्ज, चिल्लाहट",
"bellow","रम्भाना, सांड की भांति जोर से चिल्लाना, गर्जना, गरजना",
"bellows","धौंकनी, खाल",
"belly","पेट, उदर, झोल, कोख",
"belly","फूल उठना",
"belly","फुलाना, भरना, पूरा करना",
"belong","किसी का होना, मालकियत होना,सम्बन्ध या सरोकार रखना, लगना, मिला होना, लगा होना",
"belongings","माल, सम्पत्ति,कुटुम्बी, सम्बन्धी",
"beloved","प्रिय, प्यारा, चाह किया गया, प्रेम पात्र",
"beloved","प्रिय, प्रेम पात्र",
"below","तले, नीचे, श्रेणी में कम या नीचे,धरती पर,पाताल में, नरक में,समतुल्य से कम, उतरा हुआ",
"belt","पेटी, परतला, कमर बन्ध, कटि बन्ध",
"bemoan","पछताना, रोना, विलाप करना",
"bench","बैंच, पीढा बैंच,विचारासन, धर्मासन,न्यायधीश समुदाय",
"bend","घुमाव, मोड, झुकाव, बल",
"bend","टेढा करना, झुकाना, मोडना,दिल लगाना,बस में लाना, सिर झुकाना",
"bend","झुक जाना, टेढा हो जाना",
"beneath","नीचे, तले,अयोग्य, उतर कर",
"benediction","आशीर्वाद, कल्याण, धन्यवाद",
"benefactor","हितकारी, भलाई करने वाला, उपकारी, पुण्यात्मा",
"benefice","धर्मवृत्ति, पुरोहित की जीविका निमित्त वृत्ति, पादरी की पद वृद्धि",
"beneficial","गुणकारक, लाभदायक, हितकर",
"benefit","गुण, लाभ, हित, अनुग्रह",
"benefit","लाभ उठाना, लाभ या उपकार होना",
"benefit","भला करना, उपकार करना, लाभ पहुंचाना",
"benevolence","भलाई, कृपा, दया, हित, शुभचिन्ता,द्रव्यदान",
"benevolent","दयालु, हितैषी, भला चाहने वाला, शीलवन्त",
"benign","कृपालु, दयाशील, मृदु स्वभाव, अनुकूल, हितकारी",
"bent","टेढा, मुडा हुआ, झुका हुआ,दृढ, कमर बांधे हुये",
"bent","झोंक, मोड, झुकाव, रुचि, इच्छा",
"bequeath","इच्छा पत्र( वसीयतनामा) द्वारा अपना धन दूसरे को लिख देना, वसीयत करना",
"bequest","संकल्प.दान, रिक्थदान, वसीयत",
"berate","जोर से डांटना, धमकाना",
"bereave","वंचित करना, ले लेना, छीन लेना",
"bereavement","गमी, प्रियजन की मृत्यु, मौत, हानि",
"berry","झडबेरी, दाना, पिपली, कोई छोटा फल, बेर",
"berth","जहाज की एक कोठरी,नौकरी,जहाज ठहरने का स्थान, लंगर डालने की जगह,उचित या टिका हुआ स्थान",
"berth","लंगर डालना",
"beryl","फीरोजा, लहसुनिया",
"beset","घेर लेना, रोकना, सताना, व्याकुल करना, नाक में दम करना, टूट पडना",
"beside","पास, निकट, लगभग, समीप, विषय से बाहर, उपसंगत, परे, न्यारा,अतिरिक्त,आपे से बाहर, आपे में नहीं",
"besides","और भी, इसके उपरान्त या अतिरिक्त, सिवाय इसके, तिस पर",
"besiege","घेर लेना.घेरा डालना",
"best","सर्वोत्तम, सब से अच्छा, अति उत्तम, श्रेष्ठ",
"best","सर्वोत्तम रीति से",
"best","श्रेष्ठ अवस्था,यथासाध्य चेष्टा",
"bestow","देना, दान करना, अर्पण करना",
"bet","शर्त, बाजी, दांव, होड",
"bet","होड बदना, दांव लगाना",
"betray","विश्वासघात करना, धोखे से पकडा देना, विश्वासघात करके पकडवा देना,भण्डा फोडना,बहकाना",
"better","बेहतर, दो वस्तुओं या व्यक्तियों में श्रेष्ठतर, उत्तमतर",
"better","बेहतर तरीके से, अधिक अच्छी रीति से, अधिक सुभीते से",
"better","और योग्य व्यक्ति, लाभ, सुभीता, श्रेष्ठता",
"better","संवारना, सुन्दर बनाना, उन्नत करना",
"between","के बीच, बीच में, में, मध्य में",
"beverage","रस, पीने की वस्तु, दारू, मदिरा, पेय, पान",
"bevy","चिडियों का झुंड,स्त्रियों का दल, महिला समुदाय",
"beware","सावधान होना, सचेत होना",
"bewilder","हैरान करना, घबराना,भुलाना, बहकाना",
"bewitch","जादू करना, मोहित करना, रिझाना, लुभाना, फंसाना",
"beyond","पार, परे, उधर, बाहर, दूर, बढवार, आगे",
"bias","पक्षपात, तरफदारी, भाव, झुकाव,किसी गोल वस्तु की एक ओर का भार",
"bib","बिब, छोटा कपडा जो बच्चों की छाती पर कपडों को बचाने के लिये लगा दिया जाता है",
"biblical","बाइबिल का, बाइबिल संबंधी, बाइबिल में लिखा हुआ",
"bicameral","दो व्यवस्थापक अंग युक्त",
"bicentenary","दो सौ वर्ष वाला, दो शताब्दी का",
"bicentenary","दो सौ वर्षीय उत्सव, द्वितीय शताब्दी का उत्सव",
"bicker","झगडा, अन्धाधुंध लडाई",
"bicker","झगडना, खटपट करना, नोंक झोंक करना,कांपना, शब्द करते हुये चलना जैसे नदीना",
"bicycle","साइकिल",
"bicyclist","साइकिल चलाने वाला",
"bid","नीलाम की बोली",
"bid","बोली बोलना, मोल ठहराना,आज्ञा देना, आदेश देना,नेवता देना",
"bidder","बोली लगानेवाला, नीलाम की बोली बोलने वाला",
"bidding","बोली,आज्ञा, आदेश, निमंत्रण",
"bide","रहना, बसना",
"bide","सहना, भोगना,प्रतीक्षा करना",
"biennial","द्विवार्षिक, दो साल तक रहने वाला, दो साल में एक बार वाला",
"bier","अर्थी, जनाजा, मुर्दा ले जाने वाली गाडी",
"big","बडा, महान, स्थूल,महत्वपूर्ण,गर्भिणी,अभिमानी,भरपूर,  फूला हुआ",
"bigamy","द्विपत्नीत्व, एक पति या पत्नी के जीते जी दूसरा विवाह करना",
"bigot","हठधर्मी, कट्टर, अपने मत का हठी, पक्षपाती",
"bigotry","हठ, पक्षपात, कट्टरपन",
"bile","पित्त",
"bill","चोंच,लेखा पत्र,प्रस्तावित राजनियम( कानून) ,नुस्खा,एक लडाई की कुल्हाडी, पौधा कतरने की कैंची",
"bin","डिब्बा, भण्डार, गोदाम, अनाज, मदिरा आदि रखने का स्थान",
"binary","दोहरा, द्विगुण, जोडा, द्विवर्ण",
"bind","बांधना, कसना, बेडियां डालना,अहसानमंद करना,पक्का करना,कोष्ठबद्ध करना,जिळ बांधना,  लपेटना",
"binding","आवश्यक, उचित, रोकने वाला, बांधने वाला",
"binding","जिळबन्दी, दफ्ती, जिळ",
"binocular","दूरबीन",
"biographer","जीवनी लेखक",
"biography","जीवनी",
"biology","जीवविज्ञान, जीव और उद्भिज शरीर की विद्या",
"biplane","द्विपंखी वायुयान",
"birch","सनौबर का पेड, सन्टी",
"bird","चिडिया, पक्षी",
"birth","जन्म, उत्पत्ति,पैत्रिक उपाधि, पद,घराना, कुलीनता,जन्म देना, उत्पन्न करना",
"birthday","जन्मदिन",
"birthplace","जन्मस्थान",
"birthrate","जन्मदर",
"birthright","जन्मसिद्ध अधिकार",
"biscuit","बिस्कुट, टिकिया",
"bishop","बिशप, बडा पादरी, धर्माध्यक्ष",
"bismuth","फूल, धातु, कांसा",
"bit","टुकडा,दहाना, लगाम,कौर, ग्रास,छोटा अंश",
"bitch","कुतिया",
"bite","कुतरना, दांत से काटना,दुख देना,पकड लेना, थामना,डंक मारना,मुंह मारना, चारा लेना,  ठगना",
"biting","तेज, चुभती हुई, तीक्ष्ण, कटु, पीडा कर",
"bitter","कडुवा, झालदार, चरपरा,कठोर, सन्तापी, शोकमय",
"bitterly","कडुवाहट के साथ, फूट फूट कर, धाड मार कर, जोर से, कस के, अधिक",
"bitterness","कडुवापन, तीक्ष्णता,द्वेष,कार्कश्य, कटु स्वभाव,शोक, दुख",
"bitumen","राल",
"biweekly","अर्द्धसाप्ताहिक, सप्ताह में दो बार",
"black","काला, श्याम,अंधेरा,भयंकर,उदास, सोगी",
"blackboard","ब्लैकबोर्ड, श्यामपट्ट",
"blacking","स्याही, चमडा आदि चमकाने की स्याही",
"blackmail","ब्लैकमेल, धमकी द्वारा रूपया लेना",
"blacksmith","लुहार",
"blade","पत्ती, दल, अंकुर,धार, फलचाकू आदि का",
"blame","दोष, कलंक, पाप, अपराधी",
"blame","दोष लगाना, अपराधी ठहराना",
"blameless","निर्दोष",
"bland","कोमल, नरम, चिकना, हलका",
"blank","उज्ज्वल, कोरा,खाली, शून्य,हक्का बक्का",
"blank","रिक्त स्थान",
"blanket","कम्बल, लोई",
"blaspheme","ईश्वरनिन्दा करना, ईश्वर या किसी पवित्र वस्तु की निन्दा करना",
"blasphemy","ईश्वर निन्दा",
"blast","विस्फोट,आंधी, झोंका, जोर की फूंक, झुलस, विपद, वायुवेग,भभक,हवा से बजने वाले बाजे का शब्द",
"blast","बारूद से उडा देना,नष्ट करना, झुलसा देना",
"blaze","लौ, भडक, चमक, दीप्ति, ज्वाला",
"blaze","लौ उठना, भडकाना, फैलना,प्रकट होना, विख्यात होना",
"bleach","उजला होना, निखर जाना",
"bleach","उजला करना, निखारना",
"bleak","उदास, सूना, रूखा,खुला हुआ,शीतल",
"bleed","लहू निकालना, खून देना,कत्ल होना,रूपया खोना,कुढना, दिल दुखाना",
"bleed","लहू निकालना",
"blemish","कलंक, दोष, त्रुटि",
"blend","मेल, मिश्रण",
"blend","मिलना",
"blend","मिलाना, मिश्रण करना, गडबड करना",
"bless","आशीर्वाद देना, सौभाग्यशाली करना,प्रफुल्लित करना, प्रशंसा करना, गुण गाना",
"blessed","भाग्यवान, पवित्र, प्रफुल्लित, समृद्ध, धन्य",
"blessing","आशीर्वाद, अनुग्रह, कृपा, ईश्वर की देन",
"blight","पाला, तुषार",
"blight","कुम्हलाना, मुरझाना, पाला मारना",
"blind","नेत्रहीन, अंधा,अज्ञान, बेसमझ,बन्द",
"blind","आड, पट्टी,झिलमिली,धोखा, भुलावा",
"blind","अन्धा करना, धोखा देना,आंख मिचौनीना",
"blindfold","आंख बन्द कर देना, भटका देना",
"blindness","अन्धापन,अज्ञानता",
"blink","जगमगाहट, झलक, झपक",
"blink","आंख झपकाना, आंखें मिचमिचाना, थोडा देखना, टिमटिमाना",
"bliss","आनन्द, हर्ष, कल्याण, मंगल, विलास",
"blister","छाला, फफोला, फुन्सी",
"blithe","हंसमुख, पुलकित, लहरी, आनन्दित, प्रसन्नचित",
"bloat","फूलना, सूजना",
"bloat","फुलाना, सुजाना",
"block","ब्लक, खण्ड, लट्ठा, कुन्दा,रोक,फांसी देने का तख्ता,कील,घरों की पंक्ति,  गुटका",
"block","रोकना, बन्द करना",
"blockade","नाकाबन्दी, किसी स्थान को सेना या जहाज से घेर लेना",
"blockade","घेर लेना, नाकाबंदी करना",
"blond","सुनहरा भूरा, हल्के सुनहरे भूरे रंग का,सुन्दर, गोरा",
"blond","गोरे शरीर व नीली आंख वाला मनुष्य",
"blonde","सुनहरा भूरा, हल्के सुनहरे भूरे रंग का,सुन्दर, गोरा",
"blonde","गोरे शरीर व नीली आंख वाला मनुष्य",
"blood","रक्त, खून, लहू,वंश, कुल, गोत्र,स्वभाव",
"bloodless","रक्तहीन, पीला, कठोर,मृत",
"bloodshed","रक्तपात, वध, रक्तबहाव",
"bloody","कठोर, निर्दयी, लहूलुहान, हत्यारा",
"bloom","कली, कोंपल, फूल, पुष्प,बौर, लाली, यौवन, नवयौवना",
"bloom","फूलना, खिलना, बहार पर आना, उमडना",
"blossom","कली, कोंपल, फूल, पुष्प",
"blossom","फूलना, खिलना, समृद्ध होना, फलना",
"blot","दाग, धब्बा",
"blot","छीलना,दागदार करना, धब्बा लगाना",
"blow","चोट, घूंसा,मक्खी के अण्डे,हवा का झोंका",
"blow","उड जाना, फूल जाना, अकडना,भक से हो जाना, फट जाना",
"blow","उडाना, फुलाना, बजाना, हवा भरना, बुलबुला बनाना,दहकाना, जलाना,फैलाना, प्रसिद्ध करना",
"blue","नीला, आसमानी, आकाशी",
"blue","नील, आसमानी रंग,आकाश,समुद्र",
"bluestone","नीला थोथा, तूतिया",
"bluff","बडा, ढीठ, कट्टर, रूखा, कर्कश, चौडा",
"bluff","पहाडी, डांग,धमकी, बडी बडी निजी प्रशंसा की बातें केवल",
"bluff","बडी बडी बातें करके भुलावा देना",
"blunder","बडी भूल, दोष",
"blunder","कुप्रबन्ध करना, बिना सोचे समझे कह डालना",
"blunder","बडी भूल करना",
"blunt","कुंठित, सीधा सादा, उजड्ड, रूखा, स्थूल",
"blunt","धार कम करना, मन्द करना",
"blur","चित्ती, धुंधलापन, कलंक, दाग",
"blur","धब्बा डालना, धुंधला कर देना",
"blurt","बेसमझे बूझे कहना",
"blush","मुखडे पर की लाली,अचानक दृश्य",
"blush","लज्जित होना, लाल रंग हो जाना",
"bluster","शेखी, डींग, बन्दर धमकी",
"bluster","सनसनाना, धमकाना",
"boar","जंगली सूअर",
"board","बोर्ड, पट्ट, पटरा, तख्ता,मेज,जहाज का तख्ता,भोजन,सभा, पंचायत, रंगमंच",
"board","भोजन करना, खाना खाना",
"board","भोजन देना, खिलाना,चढाना,पटरा लगाना",
"boarder","बोर्डर, नियत हिसाब पर दूसरे के साथ खाना खाने वाला,जो जहाज पर जाता है",
"boarding house","छात्रालय, खाने और रहने का स्थान",
"boast","बडाई, डींग, शेखी, अहंकार,अभिमान या बडाई की बात",
"boast","लम्बी चौडी हांकना, अभिमान युक्त बात करना, शेखी मारना",
"boast","लम्बी चौडी हांकना, अभिमान युक्त बात करना, शेखी मारना, अंहकार करना",
"boastful","दम्भी, घमण्डी, लबाडिया, दर्पी",
"boat","नाव, नौका",
"boatman","केवट, नाविक, मांझी, नाव वाला",
"bob","लटकन, झुमका,हिचकोला,झांसा, पट्टी",
"bob","हिलना, डोलना, ऊपर नीचे होना",
"bob","उठा गिराना, ऊपर नीचे करना,थप्पड लगाना",
"bode","शकुन देना, पहले से चेताना, आगम कहना",
"bodice","अंगिया, चोली, कंचुकी",
"bodily","शारीरिक, दैहिक",
"bodily","शारीरिक रूप से, देह से,बिल्कुल, एकदम",
"body","शरीर, देह, काया,मनुष्य, जन,मुख्य भाग, मुख्य अंग,संस्था, झुन्ड, जनसमूह, वस्तु, पिंड",
"bodyguard","बडीगार्ड, अंगरक्षक, तनरक्षक",
"bog","दलदल, पंक, फंसाव",
"boggle","शंका, संदेह, आपत्ति, फूहडपन",
"boggle","झिझकना, हिचकिचाना",
"bogus","नकली, बनावटी, झूठा, कल्पित",
"boil","फोडा, छाला, सूजन",
"boil","उबलना, खौलना, गरम होना",
"boil","उबालना",
"boiler","बटुआ, पतीली, कढाई, बटलोही",
"boisterous","उधमी, प्रचण्ड, प्रबल, गर्जनकारी, कलहकारी",
"bold","दबंग, निर्भीक, शूर, वीर, उत्साही, निडर, दिलेर,प्रमुख, स्पष्ट,खडा, सीधा",
"bolster","मसनद, गावतकिया, गोल लम्बा तकिया, गद्दी,आधार, सहारा, अवलम्ब",
"bolster","सहारा देना, तकिया लगाना, रक्षा करना",
"bolt","चटखनी, खटका,तीर, बाण,फलांग",
"bolt","भाग जाना, चम्पत हो जाना, फुर से निकल जाना",
"bolt","चटखनी लगाना, बेडी डालना,हडप कर जाना,परखना, छानबीन करना",
"bomb","बम, बम का गोला",
"bomb","बम फेंकना",
"bomb","बम गिराना, बम से आक्रमण करना",
"bombard","गोला चलाना, तोपों से उडाना",
"bombast","शब्दाडम्बर, अनर्थक बडे बडे शब्दों का प्रयोग, लम्बी चौडी बातचीत",
"bombastic","शब्दाडम्बरयुक्त, बडे बडे शब्दों से भरा हुआ",
"bond","बन्धन, बन्ध, जोड, मेल,प्रतिज्ञा पत्र,कर्तव्य, कर्म",
"bondage","दासत्व, कैद, बन्धन",
"bone","हड्डी, अस्थि",
"bonfire","होली, अलाव, जयसूचक अग्नि, अग्निक्रीडा",
"bonnet","टोपीस्त्रियों के ओढने की",
"bonny","सुन्दर, चंचल, रूपवान, खिलाडी, सुडौल, चपल, मग्न, हर्षित",
"bonus","बोनस, पारितोषिक, लाभ",
"bony","हड्डीदार, पुष्ट, मोटा ताजा",
"booby","मूर्ख, अनाडी, बुद्धिहीन",
"book","पुस्तक, किताब, पोथी, ग्रंथ",
"book","लिखना, बही में लिखना, टांक रखना,बुक करना",
"bookcase","किताबों की अलमारी",
"booklet","छोटी पुस्तक, गुटका",
"bookseller","पुस्तकविक्रेता, पुस्तक बेचने वाला",
"book keeper","मुनीम, लेखाकार",
"book keeping","हिसाब किताब, बही खाता, लेखा जोखा",
"boom","भिनभिनाहट, सनसनाहट, दनादन, तोप का शब्द,भाव का बढना, मूल्य वृद्धि,पाल फैलाने की बल्ली या छड",
"boom","गरजना, गोली का शब्द करना, दनदना, झंकारना,झपट के जाना",
"boon","वरदान, प्रसाद,प्रार्थना,अनुग्रह,कृपालु, मृदुस्वभाव, दाता, उदार",
"boot","जूता,लाभ,उपाय,कष्ट पहुंचाने का एक यन्त्र",
"booth","छप्पर, झोंपडा, कुटी, मेले की दुकान",
"bootstrap","जूते का फीता",
"booty","लूट, लूट का माल",
"border","किनारा, छोर, सीमा, कगार, घेरा,आंचल, बेल, गोट",
"bore","छेद, रन्ध्र,सुतारी, बरना, बन्धन,तंग करने वाला मनुष्य,लहर का चढाव,बन्दूक इत्यादि की नली का छेद",
"bore","छेद करना, तंग करना, दुखी करना",
"borough","नगर, नगर जो पार्लियामेंट में अपना प्रतिनिधि भेजे",
"borrow","उधार मांगना, ऋण लेना,अनुकरण करना",
"bosom","छाती, हृदय,आलिंगन,भीतर, अभ्यंतर,विश्वासी, अंतरंग, हार्दिक",
"bosom","मन में रखना, पेट में रखना, छिपाना",
"boss","फूली, बूटा,प्रबंधकर्ता, नेता, अगुआ",
"boss","प्रबन्ध करना, देखभाल करना",
"botany","वनस्पतिशास्त्र, जडी बूटी की विद्या, वनस्पति विद्या",
"botch","मुहांसा, फुन्सी,कच्चा काम, भद्दा काम",
"both"," दोनो, उभय",
"both"," दोनो, उभय",
"bother","खिजाना, व्याकुल करना, नाक में दम करना, जान खाना, तंग करना",
"bothersome","कष्टप्रद, झंझटी, बखेडे का",
"bottle","बोतल, शीशी",
"bottle","बोतल में बन्द करना, बंधन में रखना",
"bottom","तला, पेंदा, सबसे नीचे का भाग,आधार, नींव,जहाज,तलछट, गाद",
"bottomless","अथाह, अगम",
"bough","शाखा, डाल, टहनी",
"bouillon","रसा, झोल, शोरबा",
"boulder","बांट, बट्टा, गोल पत्थर",
"bounce","छलांग, चौकडी, कुलांच, धमाका, धक्का,डींग",
"bounce","उछल पडना, कूद उठना,डींग मारना,खटखटाना",
"bound","जाने वाला, लाचार, विवश",
"bound","छलांग, उछल कूद,सीमा",
"bound","सीमा बांधना, परिमित करना, घेरना,रोकना,कूदना, कुलांचे मारना, उछलना",
"boundary","सीमा, घेरा, मेढ",
"boundless","असीम, अनन्त, अमित, निरवधि",
"bounty","उदारता, दानशीलता, सहायता,इनाम",
"bouquet","गुलदस्ता, फूलों का गुच्छा",
"bourgeoisie","बुर्जुआ, मध्य वर्गी",
"bourn","छोर, किनारा, सीमा,धारा, सरिता",
"boutique","बुटीक,झगडा,पारी, बारी,जांच",
"bovine","पशुवत, गाय गोरू समान, डंगर जैसा",
"bow","प्रणाम, नमस्कार, प्रणाम करने में झुकना,अनाडी,धनुष, कमान",
"bow"," झुकना, प्रणाम या नमस्कार करना,मानना",
"bower","कुंज, कुटी, लता मंडप",
"bowl","कटोरा, प्याला,लकडी की गेंद",
"bowl","गेंद फेंकना, गेंद से खेलना, लुढकाना",
"bowman","धनुषधारी, निषंगी",
"box","सन्दूक,घूंसा,कोचवान के बैठने की जगह",
"box","घूसम घूंसा करना, मुक्का लडाना",
"box","सन्दूक में बन्द करना,घूंसा या मुक्का मारना",
"boy","लडका, बालक, शिशु",
"boycott","बहिष्कार करना, व्यवहार बन्द कर देना",
"boyhood","लडकपन, बाल्यावस्था, शैशव",
"boyish","लडकपने का, लडकों के स्वभाव वाला, बालसदृश",
"brace","बन्धन, चर्म बध, पट्टी, तमसा, जोडा,घेर, लकीर,धनुकोष्ठक",
"brace","बांधना, कसना, दृढता से पकडना,सहारा देना, दृढ करना,तनी लगाना, अदवान कसना",
"bracelet","चूडी, कंगन, पौंहची",
"brach","आखेटी कुतिया",
"bracket","ब्रैकट, दिवालगीर",
"bracket","कोष्ठ में बन्द करना",
"brackish","खारी, खारा",
"brag","अभिमान, डींग, अपनी प्रशंसा,ताश का एक खेल",
"brag","डींग हांकना, अपनी प्रशंसा करना",
"braid","वेणी, चोटी, गुथे हुये बाल, तह, चुन्नट",
"braid","बटना, गूंथना",
"brain","मस्तिष्क,समझ, बुद्धि",
"brake","झाडी, कंटकबन,पहियों की रोक, गतिरोधक, अटकाव,पटरा, मैढा, हैंगा,घोडे निकालने की खडखडिया",
"bramble","कटीली झाडी",
"bran","भूसी, चोकर",
"branch","सहायक, अधीन",
"branch","शाखा, डाली, टहनी,भाग, टुकडा, शाखा,कुल, सन्तान,हिरण के सींग",
"branch","फूट निकलना, विभाजित होना",
"branch","शाखायें निकालना, विभाजित करना, बांटना,बेल बूटो से सुशोभित करना",
"brand","जली हुई लकडी,तलवार,दाग, छाप, सौदागरों का चिह्न, कलंक का टीका",
"brand","गरम लोहे से जलाना, चिह्न बनाना, कलंक लगाना",
"brandish","घुमाना, फिराना, भांजना, लपलपाना",
"brandy","ब्रांडी, एक प्रकार की मदिरा",
"brass","पीतल,गुस्ताख, निर्लज्ज, धृष्ट",
"bravado","साहस प्रदर्शन, गीदड भभकी, धमकी, डींग",
