English,Hindi
capacity,"['क्षमता(MA),1.क्षमता(IT)']"
technique,"['तकनीक प्रावोध(BT),तकनीक(PH)']"
descent,['अवरोहांक (PH)']
booster,['अभिवर्धक(PH)']
possibility,"['प्रायिकता(MA),प्रायिकता. संभाव्यता(PH)']"
crystalline,['क्रिस्टलीय(PH)']
powder,['पाउडर(PH)']
cryogenic,['निम्नतापी(PH)']
condensed,['संघनित(PH)']
content,"['1. अंतर्वस्तु 2. अंश(CH),1.अन्तर्वस्तु(IT),अंतर्वस्तु(PH)']"
length,['लंबाई(MA)']
diffusion,"['विसरण(MA),विसरण(CH),विसरण(PH)']"
safety,['निरापद(PH)']
attraction,"['आकर्षण(CH),आकर्षण(PH)']"
access,['अभिगम(PH)']
top,['लटू(PH)']
ejector,['उत्क्षेपक(PH)']
variant,['परिवर्त(BT)']
corresponding,"['संगत(CH),संगत(PH)']"
break,['विच्छेद(PH)']
simultaneously,['युगपत(PH)']
primary,"['प्राथमिक(CH),आद्य(PH)']"
dump,['सन्निक्षेप(IT)']
demonstration,['1. निरूपण 2. प्रमाण 3. निदर्शन(MA)']
decomposition,"['अपघटन(CH),अपघटन (PH)']"
deceleration,"['मंदन(CH),मंदन(PH)']"
key,"['कुंजी(IT),कुंजी(PH)']"
point,"['बिद(IT),बिंदु(PH)']"
aerodynamic,['वायुगतिक(PH)']
station,['प्रेक्षणास्थल(PH)']
firing,['दागना(PH)']
satellite,"['1. उपग्रह 2. अनुषंगी(CH),1.उपग्रह(IT),उपग्रह(PH)']"
orbit,"['कक्षा(MA),कक्षा(CH),कक्षा(PH)']"
multiple,"['गुणित(MA),गुणित(CH),बहु(IT)']"
flexible,['नम्य(PH)']
modulation,"['मॉडुलन(BT),माड्यूलन(IT),मूर्छना (music)(PH)']"
text,['1.टैक्सट(IT)']
journal,['पत्रिका(IT)']
broad,['विस्तृत(PH)']
answer,['उत्तर(MA)']
context,['सन्दर्भ(IT)']
sustained,['प्रतिपालित(PH)']
impact,"['1. आघट्ट 2. प्रतिघात(CH),समाघात(PH)']"
force,"['बल(CH),बल(PH)']"
role,['भूमिका(IT)']
reconnaissance,['आवीक्षण(PH)']
closed,['संवृत(MA)']
proximity,['सामीप्य(PH)']
vertical,['ऊर्ध्वाधर(PH)']
period,"['1. आवर्तकाल 2. अवधिकाल 3. आवर्तक 4. आवर्तनांक(त्रि कोणमिति ) 5. कल्प 6. कालांक(MA),1. आवर्त 2. अवधि काल 3. कल्प (भूविज्ञान)(CH),आवर्तकाल(PH),काल(PH)']"
barrier,['रोध(PH)']
electronic,"['इलेक्ट्रोनिकी(IT),इलेक्ट्रॉनिक(PH)']"
detection,"['पहचान(MA),संसूचन(CH),पहचान(PH)']"
modification,"['अशांतरण(CH),आपरिवर्तन(PH)']"
classification,"['वर्गीकरण(CH),वर्गीकरण(IT)']"
specification,['विनिर्देश(PH)']
consistent,"['संगत(CH),संगत(PH)']"
observed,['प्रेक्षित(PH)']
example,['उदाहरण(MA)']
user,['1.जाल उपयोगकर्ता(IT)']
active,['सक्रिय(PH)']
component,"['1. घटक 2. संबद्\u200cध घटक(MA),1. घटक 2. अवयव(CH),घटक(IT),घटक(PH)']"
ordering,['क्रमण(MA)']
concept,['संकल्पना(IT)']
extension,"['1.प्रसार (BT),प्रसार(PH)']"
mirage,['मरीचिका(PH)']
width,"['चौड़ाई(MA),चौड़आई(PH)']"
body,"['1. पिंड वस्तु 2. बॉडी 3. काय(CH),पिंड(PH)']"
turbulent,['प्रक्षुब्ध(PH)']
absorb,['अवशोषण करना(PH)']
perforated,['सछिद्र(PH)']
absorption,['अवशोषण(CH)']
specified,"['विनिर्दिष्ट(CH),विनिर्दिष्ट(PH)']"
unburnt,['अदग्ध(PH)']
production,"['उत्पादन(MA),उत्पादन(IT),उत्पादन(PH)']"
smog,['धूमकुहा(CH)']
approach,['उपगमन(PH)']
idle,['अक्रिय(PH)']
computer,"['कंप्यूटर(MA),1. अभिकलित्र(CH),कंप्यूटर(IT),कंप्यूटर(PH)']"
basis,"['आधारक(MA),आधारक(PH)']"
medium,"['माध्यम(BT),1. मध्यम (वि.) 2. माध्यम (सं.)(CH)']"
price,['मूल्य(MA)']
maintenance,"['1.अनुरक्षण(IT),अनुरक्षण(PH)']"
gallon,['गैलन(PH)']
abstract algebra,"[""अमूर्त बीजगणित (MK),वेग के परिवर्तन की दर। गणित में इसे dv/dt अथवा d∧6.2./dt से व्यक्त किया जाता है(MK), पुंज-बिंदु (MK),1.यथार्थता(MK),ऐसा फलन f(MK),योज्य समूह(MK),पता(MK),भिन्न पदार्थों के अणुओं के सानिध्य से परस्पर आकर्षण से उत्पन्न बल।(MK), मिश्र द्विघात समीकरण(MK),1. वायु स्थैतिकी 2. अवमानिकी(MK),संलग्न अकलन समीकरण(MK),सहखंडज आव्यूह(MK),संलग्न समष्टि(MK),गति विज्ञान की वह शाखा जिसरमे वायु तथा अन्य गैसीय तरलो की गति का तथा इन तरलों के सापेक्ष चलने वाले पिंडो पर लगने वाले बलों का अध्ययन किया जाता है ।(MK),एरोफोयल(MK),एक रूपांतरण जिसमें समीकरण x∧-i =a∨ijx∧i+b∧i  के अनुसार बिंदु x∧i बिंदु x∧-i में परिवर्तित होता है जहाँ अचर aij और b∧i वास्तविक संख्याएं हैं ।(MK),पुंज(MK),सर्वनिष्ठ गुणधर्मो दाला गणितीय अवयरवो का समूह ।(MK),1. बीजगणित : गणित की वह शाखा जिसमें अंकगणितीय संबंधों के व्यापकीकरण एवं समन्वेषण में संख्याओं(MK),1.बीजावली(MK),बीजीय अवयव (MK),संपूर्ण परितंत्र के विकास के सापेक्ष में परितंत्र के एक भाग के विकास का अध्ययन।(MK),एक प्रकाशन जिसमें दिए हुए वर्ष के दिनों(MK), सर्वत्रप्राय(MK),यदि इन बिंदुओं के समुच्चय का माप(MK),खगोल का एक लघु वृत्त जो क्षितिज के समांतर होता है और किसी दिए हुए उन्नतांश के सभी बिंदुओं को मिलाता है।(MK),एकांतरक(MK),एकांतर समूह(MK), एकांतर श्रेणी(MK),1. उन्नतांश 2. शीर्षलंब(MK),एकांतर(MK), वास्तविक बहुरैखिक फलन एकांतर बहुरैखिक फलन कहलाता है यदि किन्हीं दो घटकों के परस्पर विनिमय से फलन के चिन्ह में परिवर्तन हों।(MK),वह अवस्था या गुणधर्म जिसमें दो या अधिक अर्थों का अस्तित्व हो।(MK),1.अनुरूप अभिकलित्र(MK),विश्लेषण(MK),वैश्लेषिक संतति(MK), वैश्लेषिक फलन(MK), सहायक आंकड़े(MK),कोणीय दूरी(MK),कोणीय वेग(MK),कोणीय संवेग(MK), वजानुपात(MK),शून्यकारी(MK),वार्षिक समीकार(MK),वार्षिक लंबन(MK),वलयाकार ग्रहण(MK),परिमास(MK),परिवर्ष(MK),प्रत्यभिसरण बिंदु(MK),1. यदि एक संयुक्त (मिश्र) साध्य 'p→q' रूप वाला हो तो p को इस साध्य का पूर्वपद कहते हैं।(MK),वह पृष्ठ अथवा पृष्ठ का वह भाग जिसके प्रत्येक बिंदु पर दोनों मुख्य वक्रता-त्रिज्याएं असमान चिन्हों वाली हों।(MK),वह फलन जिसका अवकलज दिया हुआ फलन हो।(MK),युग्म तारों में से किसी एक तारे की कक्षा में वह स्थान जहाँ यह तारा दूसरे तारे से अधिकतम दूरी पर होता है।(MK),अनावर्ती गति(MK),क्षेत्रीय वेग का समय के सापेक्ष परिवर्तन की दर को क्षेत्रीय त्वरण कहते हैं।(MK),ऐसे दो लाबिक अक्षों का तंत्र जिनमें एक अक्ष संमिश्र संख्या के वास्तविक भाग को निरूपित करता है और दूसरा शुद्ध अधिकल्पित भाग को निरूपित(MK),संख्याओं अथवा राशियों का वह अनुक्रम जिसमें किसी संख्या और उसके ठीक पहले आने वाली संख्या का अंतर सदैव समान रहता हो।(MK),किसी वस्तु या व्यक्ति की वह पहचान जो मात्रात्मक या चर के रूप में निरूपणीय न होकर किसी विशेषता की उपस्थिति को सूचित करने वाली हो(MK), 1.स्वकूट(MK),कंप्यूटर का उपयोग(MK),प्रतिच्छेदी सरल रेखाएँ जिनका प्रयोग कार्तीय ज्यामिति में निर्देश रेखाओं के रूप में किया जाता है।(MK), 1. स्वयंसिद्ध 2. अभिगृहीत (MK),1. स्वयंसिद्ध : वह नियम जिसका प्रमाण स्वयं उसमें ही निहित हो(MK),गणितीय तर्कशास्त्र का निम्नलिखित अभिगृहीत समुच्चयों के किसी संग्रह में प्रत्येक समुच्चय के एक खास अवयव को चुनने की एक विधि होती है जिसके अनुसार उस अवयव को उस समुच्चय के आपेक्षिक अवयव के रूप में विनिर्दिष्ट कर सकते हैं। यदि समुच्चयों का कोई संग्रह a दिया हुआ हो तो एक ऐसे फलन f(s) का निर्धारण कर सकते हैं कि a के प्रत्येक समुच्चय s के लिए f(s) उसका एक अवयव होता है। पर्याय - जर्मेलो - अभिगृहीत(MK),यह अभिगृहीत कि वास्तविक संख्या-अक्ष के प्रत्येक बिंदु की संगति में एक (परिमेय अथवा अपरिमेय) वास्तविक संख्या का अस्तित्व होता है।(MK),1. एक सरल रेखा जिसकी चारों तरफ कोई पिंड अथवा त्रिविम आकृति घूर्णन करती है(MK),क्षितिज के दक्षिण बिंदु से पश्चिम की ओर क्षितिज के अनुदिश उस स्थान तक अंशों में मापी गई दूरी जहाँ तारे अथवा किसी अन्य खगोलीय पिंड सेहोकर जाने वाला ऊर्ध्वाधर वृत्त क्षितिज से मिलता है।(MK),y = f(x) की अंतर-तालिका के संदर्भ में राशि 𝛻f(x)= f(x)-f(x-h)(MK),पश्चांतर की परिभाषा 𝛻f(x) (x) = f(x) - f(x-h) में आने वाला संकारक 𝛻जिसका प्रयोग अंतर्वेशन की समस्याओं में किया जाता है।(MK),1. व्यवकलन की संक्रिया से प्राप्त फल ।(MK),वह अस्त्र जिसकी उड़ान के प्रारंभिक चरणों में शक्ति दी जाती है और शक्ति हटा लेने के बाद वह एक उच्च वक्रित प्रक्षेप-पथ में चलने लगता है।(MK),वास्तविक (अथवा संमिश्र) क्षेत्र से संबद्ध एक बीजावली जिसकी संगत समष्टि बानाख समिष्टि हो और जिसके दो अवयवों x और(MK),एक पूर्ण मानकित रैखिक समष्टि । दे० normed linear space(MK),ऐसा संचित्र जिसमें विभिन्न घटकों के योग के रूप में निरूपित राशियों के विचरण का प्रर्दशन इस प्रकार किया जाता है कि उसमें घटकों का विचरण भी निरूपित होता हो और यह विचरण संचित्र में पट्ट के रूप में दिखाई देता हो।(MK),किसी बंध-पत्र के अंकित मूल्य पर परिकलित एवं अग्रिम रूप से कम किया गया मितीकाटा।(MK),अमरीकी खगोलविद् बर्नार्ड द्वारा 1916 में पता किया गया एक तारा जिसकी निजी गति अभी तक ज्ञात तारों में सर्वाधिक है। इसका कांतिमान 10वीं कोटि का है और सूर्य से केवल 6.1 प्रकाश वर्ष की दूरी पर है।(MK),व्यापार की वह विधा जिसमें एक वस्तु के बदले दूसरी वस्तु की लेन-देन होती है और मुद्राओं का प्रयोग नहीं होता।(MK),1. किसी पिंड का वह बिंदु जिसमें से होकर पिंड के प्रत्येक बिंदु पर लगे हुए गुरुत्वाकर्षण-बलों का परिणामी बल गुजरता है(MK),किसी यूक्लिडीय समष्टि en के किसी बिंदु x = 𝜆0p0+𝜆1p1(MK),1. (संख्या आधार) एक से बड़ी कोई वास्तविक संख्या n जिसका प्रयोग वास्तविक संख्याओं को स्थानात्मक पद्धित में निरूपित करने में किया जाता है। कोई भी संख्या ajn^j के रूप के पदों के परिमित या अनंत योग के रूप में व्यक्त की जाती है जहाँ jऔर a ऐसे पूर्णांक हैं कि 0 <a(MK), त्रिभुज के आधार के दो सिरों पर कोई कोण ।(MK),आधार(MK), बेज-प्रमेय(MK),किसी स्थान से देखने पर किसी वस्तु या बिंदु कीआपेक्षिक क्षैतिज दिशा। इसे प्रायः उत्तर दिशा से दक्षिणावर्त अभिदिशा में 0°  से 360° तक मापा जाता है। कभी-कभी किसी मुख्य दिशा से अगली मुख्य(MK),एक ऐसा तंत्र जिससे वायु की गति का आकलन व प्रतिवेदन किया जाता है।(MK),एक सममित बारंबारता वक्र जो प्रायः किसी संतत बारंबारता बंटन का वक्र होता है और जो आकार में किसी घंटे के ऊर्ध्वाधर परिच्छेद से मिलता जुलता है।(MK),किसी बंक के किसी अनुप्रस्थ परिच्छेद के उदासीन अक्ष के सापेक्ष दंड पर बंकन उत्पन्न करने वाले बलों के तंत्र का परिणामी आघूर्ण।(MK),द्विपद बंटन का दूसरा नाम। दे. binomial(MK),x/1- e^-x अथवा xe^x/e^x -1 के प्रसार में x∧2/∠6.2.MK),किसी धनात्मक अथवा ऋणात्मक पूर्ण संख्या n के लिए(MK),प्रतिदर्श द्वारा प्राप्त सूचना के आधार पर समष्टि- प्राच्लो के आकलनार्थ स्वीकृत किसी निकष के अनुसार की गई तुलना में सबसे उत्तम सिद्ध होने वाला आकलक । पर्याप्तता(MK),समाकल  ∫fx∧m-1(1-x)∧ n-1 dx(MK),सामान्यतः एक ऐसा प्रभाव जो क्रमबद्ध रूप सेकिसी सांख्यिकीय परिणाम की प्रतिनिधान-क्षमताको विकृत करता है। यह प्रभाव किसी यादृच्छिकत्रुटि के प्रभाव से भिन्न है जो सन्दर्भ-विशेष मेंआंकड़ों को विकृत करता है(MK),किसी समुच्चय a से किसी समुच्चय b में एक फलन जो एकैकी और आच्छादी दोनों होता है।(MK),यदि l (u) = 0(MK),निम्नलिखित रूप का एक बहुपद जो चरों x1(MK),एक संख्या जो संयुक्त राष्ट्र अमेरिका और फ्रांस में 1(MK),दो बहुलकों वाला बारंबारता बंटन।(MK),1. द्विआधारीः जिसका आधार 6.2.हो(MK),मूलांक-6.2.से छोटे किसी पूर्णांक को निरूपित करनेके लिए प्रयुक्त कोई संप्रतीक(MK),किसी द्विआधारी संख्या में वह बिंदु जो भिन्नात्मक भाग से पूर्णांकी भाग को पृथक् करता है।(MK),ऐसे दो समीपस्थ तारों का जोड़ा जिनमें से प्रत्येक किसी उभयनिष्ठ गुरुत्व-केन्द्र के चारों ओर परिक्रमण करता हो।(MK),दो पदों वाला एक बहुपद(MK),(x+y)^n के प्रसारण में क्रम से आने वाले गुणांक। उदाहरणार्थः (x+y)^2 = x^2 + 2xy + y^6.2.जिसमें 1(MK),वह सांख्यिकीय बंटन जिससे n स्वतंत्र प्रयत्नों में ठीक बार किसी घटना के घटने की प्रायिकता cq^n-r p^r के रूप में प्राप्त होती है जहाँ p घटना की प्रायिकता है और q = 1-p है। इस बंटन की प्रायिकताएं (q + p)^n के द्विपद प्रसार के क्रमिक पदों द्वारा निरूपित होती हैं। जैसे एक पासे को 10 बार उछालने पर '1' का अंक 6 बाद दिखाई देने की प्रायिकता 10c6 (5/6)^4 (1/6)^6  है।(MK),किसी द्विपद के प्रसार करने की विधि को बताने वाला प्रमेय (a + x)^n = n𝛴i=0 nci a^n-i x^i जहाँ nci एक द्विपद गुणांक है।(MK),किसी आकाशीय वक्र के बिंदु p के संदर्भ में p से होकर जाने वाली वह रेखा जो बिंदु p पर वक्र के आश्लेषी समतल पर अभिलंब होती है।(MK),चार घात वाला कोई बीजीय समीकरण। जैसे x^4+ + ax^3 + bx^2 + cx +d=0(MK),दो बराबर भाग करने वाला(MK),द्वि-आधारी अंक का संक्षिप्त रूप। दे. binary dig(MK),द्विचर(MK),विचरों x1  और x2 के किसी युग्म का बंटन जिसे संतत स्थिति में निम्न रूप में व्यक्त किया जाता है।df = f (x1(MK),जर्मन खगोल शास्त्री बोडे द्वारा सन् 1972 ई. में स्थापित नियम जिसमें सूर्य से ग्रहों की दूरी के लिए एक आनुभविक सूत्र दिया गया है। इस सूत्र के अनुसार सूर्य से प्रत्येक ग्रह की दूरी लगभग 0.4 + 6.2.n-1 x 0.3 खगोलीय मात्रक है(MK),अति उच्च सुग्राही धातु-प्रतिरोध तापमापी जिसका उपयोग तापीय विकिरण नापने के लिए होता है।(MK),किसी संख्या-समुच्चय की वह संख्या जो या तो समुच्चय की प्रत्येक संख्या के बराबर अथवा इससे छोटी हो अथवा वह संख्या जो समुच्चय की प्रत्येक संख्या के बराबर अथवा इससे बड़ी हो। पहली संख्या निम्न परिबंध और दूसरी संख्या उपरि परिबंध है।(MK),जिस पिंड पर से होकर किसी तरल का प्रवाह हो रहा हो उसके पृष्ठ के निकट तरल के मंदित प्रवाह का प्रदेश।(MK),किसी अवकल समीकरण अथवा अवकल समीकरण-तंत्र के हल में आने वाली ऐसी समस्या जिसमें स्वतंत्र चर के कुछ मानों के लिए आश्रित चर पर कुछ विशेष प्रतिबंध दिए हुए होते हैं।(MK)""]"
direct,"['प्रत्यक्ष(IT),सरल(PH)']"
inertia,"['जड़त्व(MA),जड़त्व(CH)']"
secondary,"['दवितीयक(IT),द्वितीयक(PH)']"
factor,"['1. घटक(MA),1. कारक 2. गुणनखंड 3. गुणक(CH),घटक(PH),गुणांक(PH)']"
preferred,['वरीय(PH)']
information,"['सूचना(IT),सूचना(PH)']"
magnetic,"['चुंबकीय(CH),चुंबकीय(PH)']"
apogee,['भूमि-उच्च(PH)']
kick,"['1.किक(IT),प्रक्षेप(PH)']"
aim,['संधान(PH)']
polar,"['ध्रुवी(MA),ध्रुवी(PH)']"
initial,"['आदि(MA),प्राथमिक(IT),प्रारंभिक(PH)']"
pack,['संकुल(IT)']
gravity,"['गुरुत्व(MA),गुरुत्व(PH)']"
ballistic,['प्राक्षेपिक(PH)']
partial,"['आंशिक(CH),आंशिक(PH)']"
location,['स्थान(PH)']
trajectory,"['1. प्रक्षेप-पथ(MA),प्रक्षेप पथ(IT),प्रक्षेप-पथ(PH)']"
error,"['त्रुटि(MA),त्रुटि(CH),त्रुटि(PH)']"
probability,"['प्रायिकता(MA),प्रायिकता(CH)']"
launching,"['प्रमोचन(CH),प्रमोचन(PH)']"
orbital,"['1. कक्षक (सं.) 2. कक्षीय (वि.)(CH),ऑर्बिटल(PH)']"
selection,"['वरण(BT),वरण(CH)']"
compatibility,"['1.सुसंगति (BT),1.सुसंगति(IT),सुसंगति(PH)']"
communication,"['संचार(CH),संचार(IT),संचार(PH)']"
transient,"['1.क्रमांतर (BT),क्षणिक(PH)']"
view,['दृश्य(IT)']
qualification,['1.अर्हता(IT)']
bit,"['1.द्वयंक (द्विआधारी अंक) 2. अणी(MA),1. द्वयंक (IT),द्वयंक* (द्विआधारी अंक) (PH)']"
sinusoidal,['ज्यावक्रीय(PH)']
random,"['यादृच्छिक(CH),यादृच्छिक(PH)']"
vibration,"['कंपन(MA),कंपन(PH)']"
sweep,['प्रसर्प(PH)']
sine,"['साइन(MA),साइन(PH)']"
axis,"[' अक्ष(MK),अक्ष(MA),अक्ष(CH),अक्ष(PH)']"
modifier,"['आपरिवर्तक(IT),आपरिवर्तक(PH)']"
average,"['माध्य(CH),माध्य(IT),माध्य(PH)']"
index,"['1. घातांक 2. सूचक 3. सूचकांक 4. निर्देशक(MA),1. सूचक 2. सूचकांक 3. घातांक(CH),सूचक(IT),घातक(PH)']"
tensile,['तनन(PH)']
hardness,['कठोरता(PH)']
elongation,"['1. दीर्घन 2. दैर्ध्यवृद्धि(CH),दीर्घन (PH)']"
balance,"['1.तुला(MA),1. तुला तराजू 2. साम्यावस्था 3. शेष शेष 4. संतुलित होना संतुलित करना (क्रि.)(CH),तुला(PH)']"
packet,['पैकेट(IT)']
instantaneous,"['तात्क्षणिक(MA),तात्क्षणिक(CH)']"
included,['अंतर्गत(MA)']
integrate,['समाकलन करना(MA)']
write,['लेखन(IT)']
load,"['1.भार(IT),उभारण(PH)']"
motion,"['गति(MA),गति(CH),अनुदूरीक रूपांतरण(PH)']"
integrated,['समाकलित(MA)']
remote,['सुदूर(IT)']
irreducible,"['1. अखंडनीय 2. अलघुकरणीय 3. असमानेय(MA),अखंडनीय(PH)']"
traverse,['चंक्रमण(IT)']
curved,['वक्रित(PH)']
escape,['पलायन(PH)']
solar,['सौर(PH)']
height,"['ऊंचाई(MA),ऊंचाई(PH)']"
equator,"['विषुवत वृत्त भूमध्यरेखा(MA),विषुवत वृत(PH)']"
coordinate,"['1. निर्देशी(MA),1. उपसहसंयोजक 2. निर्देशी(CH),निर्देशी(PH)']"
equate,['समान करना(MA)']
rotation,"['1. घूर्णन 2. आवर्तन(MA),घूर्णन(CH),घूर्णन(PH)']"
pull,"['1. अभिकर्ष  2. अभिकर्षण 3. अपकर्ष(MA),अभिकर्ष(PH)']"
correct,['संशुद्ध(PH)']
estimate,['आकलन करना(MA)']
hh,['(CH)']
add,"['योग करना(MA),योग (करना)(IT),योग करना(PH)']"
quality,"['गुणता; गुणधर्म(CH),गुणता(PH)']"
reliability,"['विश्वसनीयता(MA),विश्वसनीयता(PH)']"
split,['विपाटित(PH)']
ideal,['आदर्श(PH)']
calculation,"['परिकलन*(MA),परिकलन(IT)']"
property,['1. गुणधर्म 2. गुणधर्म(CH)']
direction,['दिशा(PH)']
light,"['1. हल्का 2. अल्प 3. प्रकाश(CH),लघु(PH)']"
relation,"['संबंध(IT),संबंध(PH)']"
distinction,['विभेद(PH)']
block,"['1. खंडकब्लॉक 2. अवरोध(CH),ब्लॉक(IT)']"
law,['नियम(MA)']
negligible,"['उपेक्षणीय(CH),उपेक्षणीय(PH)']"
transmission,"['1. संचरण(IT),संचरण(PH)']"
diagram,"['आरेख(MA),आरेख(CH),आरेख(IT),आरेख(PH)']"
plus,['प्लस(MA)']
approximately,['सन्निकटतः(MA)']
plot,"['1. भूखंड(MA),भूखंड(PH)']"
interpret,"['विवेचन(IT),विवेचन(IT)']"
strong,['प्रबल(PH)']
definition,"['1. परिभाषा 2. स्पष्टता 3. निश्चय(MA),परिभाषा (PH)']"
elementary,"['1. प्रारंभिक 2. तात्विक(CH),प्राथमिक(PH)']"
equivalent,"['तुल्य(MA),1. तुल्य 2. तुल्यांक(CH),तुल्यांक(PH),तुल्य(PH)']"
moving,['गतिमान(PH)']
sum,"['1. योगफल(MA),योगफल(PH)']"
denominator,[' प्रत्येक (MA)']
पादांक,"['पादांक(MA),पादांक(PH)']"
estimation,['आकलन(CH)']
dimensionality,"['विमीयता(MA),विमीयता(PH)']"
parametric,['प्राचलिक(MA)']
inviscid,"['अश्यान(CH),अश्यान(PH)']"
differential,"['1. विभेदक(MA),1. विभेदक(CH),विभेदक(PH)']"
disturbance,"['विक्षोभ(CH),विक्षोभ(PH)']"
entropy,['एन्ट्रॉपी(PH)']
slope,"['ढलान(MA),ढलान(PH)']"
diverge,"['अपसारित करना(MA),अपसारित करना(PH)']"
isentropically,['सपैन्ट्रॉपिकतः(PH)']
converted,['रूपान्तरित(PH)']
logarithmic,"['लघुगणकीय(MA),लघुगणकीय(PH)']"
differentiation,"['विभेदन(MA),विभेदन(BT),विभेदन(CH),1. अवकलन (IT),विभेदन(PH)']"
divergent,"['अपसारी(MA),अपसारी(PH)']"
conduction,['चालन(PH)']
approximation,"['सन्निकटन(CH),सन्निकटन(PH)']"
accurate,['यथार्थ(PH)']
representation,"['निरूपण(MA),निरूपण(CH),निरुपण(PH)']"
central,"['1.केन्द्रीय 2. सकेन्द्र(MA),केन्द्रीय (PH)']"
experimental,['प्रायोगिक(PH)']
theoretical,['सैद्धांतिक(PH)']
tint,['वर्णक(IT)']
word,"['पद(MA),1.बहुवंयक(IT)']"
accuracy,"['यथार्थता(MA),यथार्थता(CH),1. विशुद्धता (IT),यथार्थता(PH)']"
ore,['अयस्क(CH)']
choose,['1.चुनना(IT)']
root,"['मूल(MA),1. मूल 2. जड़(CH),मूल(IT)']"
dotted,['बिन्दुकित(PH)']
curve,"['वक्र(MA),वक्र(IT),वक्र(PH)']"
kink,['विभंग(PH)']
wave,"['तरंग(MA),तरंग(PH)']"
edge,['कोर(MA)']
gradient,"['प्रवणता(MA),प्रवणता(CH),प्रवणता(PH)']"
derivative,['1. व्युत्पन्न 2. अवकलज(MA)']
determine,"['निर्धारित करना(MA),निर्धारित करना(PH)']"
conical,['शांकव(PH)']
divergence,"['1. अपसरण(MA),अपसरण(CH),अपसरण(PH)']"
sphere,"['गोला(MA),गोल(PH)']"
cylindrical,"['बेलनाकार(MA),बेलनाकार(CH),बलेनाकार(PH)']"
segment,"['1. अनुभाग 2. सूचनांश(CH),1.अनुभाग(IT)']"
contour,['1. समोच्च रेखा(CH)']
extent,['प्रसार(PH)']
cancel,['1.निरस्त करना(IT)']
weak,['दुर्बल(PH)']
deflection,"['1. विक्षेप 2. विक्षेपण(CH),विक्षेप (PH)']"
negative,"['1. ऋण(MA),1. ऋण(CH),ऋण(PH)']"
pint,['पाइन्ट(PH)']
steep,['1. खड़आ ढाल (सं.) 2. अतिप्रवण (वि.)(CH)']
horizontal,"['क्षैतिज(MA),क्षैतिज(CH),क्षैतिज(PH)']"
frictional,['घर्षणी(PH)']
stationary,['अप्रगामी(PH)']
preparation,['विरचन(CH)']
modify,"['आपरिवर्तन(IT),रूपांतर करना(PH)']"
diamond,"['हीरक(CH),हीरक(PH)']"
photograph,['फोटोग्राफ(PH)']
periodic,"['1.आवधिक(IT),आवर्ती(PH)']"
event,"['घटना(MA),घटना(IT),घटना(PH)']"
computational,"['1.अभिकलनीय(IT),अभिकलनी(PH)']"
sign,"['1. चिह्न 2. राशि(MA),राशि(PH)']"
dimension,"['1. प्रसार(MA),1. प्रसार लंबाई चौड़आई 2. विमा(CH),प्रसार(PH)']"
phenomenon,"['परिघटना(CH),परिघटना(PH)']"
cast,['1. संचक (सं.) 2. ढालना संचकन (क्रि.)(CH)']
plotted,['आलेखित(MA)']
setting,"['1. व्यवस्थापन 2. विन्यासन(CH),अस्तमन(PH)']"
reflected,"['परावर्तित(PH),परावर्तित(PH)']"
script,['लिपि(IT)']
isobaric,['समदाब(PH)']
representative,['प्रतिनिधि(PH)']
ceramic,['चीनी मिट्टी(PH)']
numerator,['अंश(MA)']
ignore,['उपेक्षा-अनुदेश(PH)']
bay,['व्यूह अनुभाग(PH)']
linearly,['एकघातत:(PH)']
implicit,['अस्पष्ट(MA)']
parenthesis,['कोष्ठक(MA)']
scale,['1. मापनी(CH)']
fractional,['1. भिन्नात्मक 2. प्रभाजी 3. आंशिक(CH)']
approximate,['सन्निकट(PH)']
limiting,"['सीमांत(MA),सीमक(PH)']"
middle,"['मध्य(MA),मध्य(PH)']"
task,['कार्य(IT)']
conjunction,['संयोजन(IT)']
functional,['प्रकार्यक (PH)']
absolute,"['निरपेक्ष(MA),1. निरपेक्ष (CH),1. निरपेक्ष (IT),निरपेक्ष(PH)']"
evaluation,['मानांकन(PH)']
observation,"['प्रेक्षण(MA),प्रेक्षण(CH)']"
dominant,['प्रमुख(CH)']
quarter,['चतुर्थांश(PH)']
calculate,"['परिकलन करना(MA),परिकलन करना(CH),परिकलन करना(PH)']"
pool,['कुंड(PH)']
computation,"['अभिकलन(MA),अभिकलन(PH)']"
tabular,['सारणीबद्ध(MA)']
optimization,"['इष्टतमीकरण(CH),इष्टतमीकरण(IT)']"
ऊष्मा,['ऊष्मा(PH)']
extreme,"['1. अत्यंत 2. अंत 3. चरम(MA),1. अत्यंत अंत 2. चरम(CH)']"
monotonically,['एकदिष्टतः(MA)']
percentage,['प्रतिशतता(MA)']
band,"['पट्टी(IT),पट्ट(PH)']"
trend,['प्रवृत्ति(MA)']
forming,"['1. संभवन 2. अभिरूपण(CH),संभवन (उत्पन्न होना) (PH)']"
flat,['सपाट(PH)']
comment,['टिप्पणी(IT)']
notation,"['1. संकेतन(CH),संकेतन(PH)']"
bus,['बस(IT)']
degradation,['1. निम्नीकरण(CH)']
describe,['वर्णन करना (PH)']
die,['रूपदा(CH)']
coupled,['युग्मित(PH)']
step,['पग(PH)']
identical,['समरूप(PH)']
additive,"['योज्य योगज(CH),योज्य(PH)']"
